sample_index,clean_label,clean_class_name,noisy_label,noisy_class_name,is_noisy
222,8,ship,8,ship,False
223,0,airplane,8,ship,True
224,6,frog,6,frog,False
225,9,truck,9,truck,False
226,1,automobile,1,automobile,False
227,1,automobile,1,automobile,False
228,6,frog,6,frog,False
229,3,cat,5,dog,True
230,7,horse,7,horse,False
231,6,frog,6,frog,False
232,6,frog,6,frog,False
233,0,airplane,0,airplane,False
234,6,frog,6,frog,False
235,6,frog,6,frog,False
236,1,automobile,1,automobile,False
237,7,horse,7,horse,False
238,1,automobile,1,automobile,False
239,5,dog,5,dog,False
240,8,ship,6,frog,True
241,3,cat,3,cat,False
242,6,frog,6,frog,False
243,6,frog,6,frog,False
244,8,ship,8,ship,False
245,6,frog,6,frog,False
246,8,ship,8,ship,False
247,4,deer,4,deer,False
248,6,frog,6,frog,False
249,6,frog,6,frog,False
250,1,automobile,4,deer,True
251,3,cat,3,cat,False
252,8,ship,8,ship,False
253,3,cat,3,cat,False
254,4,deer,4,deer,False
255,1,automobile,1,automobile,False
256,7,horse,7,horse,False
257,1,automobile,1,automobile,False
258,3,cat,3,cat,False
259,8,ship,7,horse,True
260,5,dog,5,dog,False
261,1,automobile,1,automobile,False
262,1,automobile,1,automobile,False
263,4,deer,1,automobile,True
264,0,airplane,0,airplane,False
265,9,truck,9,truck,False
266,3,cat,2,bird,True
267,7,horse,7,horse,False
268,4,deer,4,deer,False
269,9,truck,0,airplane,True
270,9,truck,9,truck,False
271,2,bird,2,bird,False
272,4,deer,4,deer,False
273,9,truck,9,truck,False
274,9,truck,9,truck,False
275,1,automobile,1,automobile,False
276,0,airplane,0,airplane,False
277,5,dog,5,dog,False
278,9,truck,9,truck,False
279,0,airplane,0,airplane,False
280,8,ship,8,ship,False
281,2,bird,2,bird,False
282,1,automobile,1,automobile,False
283,2,bird,2,bird,False
284,0,airplane,0,airplane,False
285,5,dog,5,dog,False
286,6,frog,6,frog,False
287,3,cat,3,cat,False
288,2,bird,7,horse,True
289,7,horse,7,horse,False
290,8,ship,8,ship,False
291,8,ship,8,ship,False
292,6,frog,6,frog,False
293,0,airplane,0,airplane,False
294,7,horse,7,horse,False
295,9,truck,9,truck,False
296,4,deer,4,deer,False
297,5,dog,5,dog,False
298,6,frog,6,frog,False
299,4,deer,4,deer,False
300,2,bird,2,bird,False
301,1,automobile,1,automobile,False
302,1,automobile,1,automobile,False
303,2,bird,2,bird,False
304,1,automobile,1,automobile,False
305,5,dog,5,dog,False
306,9,truck,9,truck,False
307,9,truck,2,bird,True
308,0,airplane,0,airplane,False
309,8,ship,8,ship,False
310,4,deer,4,deer,False
311,1,automobile,1,automobile,False
312,1,automobile,1,automobile,False
313,6,frog,6,frog,False
314,3,cat,3,cat,False
315,3,cat,3,cat,False
316,9,truck,9,truck,False
317,0,airplane,0,airplane,False
318,7,horse,7,horse,False
319,9,truck,9,truck,False
320,7,horse,7,horse,False
321,7,horse,7,horse,False
322,9,truck,2,bird,True
323,1,automobile,1,automobile,False
324,5,dog,5,dog,False
325,1,automobile,1,automobile,False
326,6,frog,6,frog,False
327,6,frog,6,frog,False
328,8,ship,8,ship,False
329,7,horse,7,horse,False
330,1,automobile,1,automobile,False
331,3,cat,3,cat,False
332,0,airplane,0,airplane,False
333,3,cat,3,cat,False
334,3,cat,3,cat,False
335,2,bird,2,bird,False
336,4,deer,4,deer,False
337,5,dog,5,dog,False
338,7,horse,7,horse,False
339,5,dog,5,dog,False
340,9,truck,9,truck,False
341,0,airplane,0,airplane,False
342,3,cat,3,cat,False
343,4,deer,4,deer,False
344,0,airplane,0,airplane,False
345,4,deer,4,deer,False
346,4,deer,8,ship,True
347,6,frog,6,frog,False
348,0,airplane,0,airplane,False
349,0,airplane,4,deer,True
350,6,frog,6,frog,False
351,6,frog,6,frog,False
352,0,airplane,0,airplane,False
353,8,ship,8,ship,False
354,1,automobile,1,automobile,False
355,6,frog,6,frog,False
356,2,bird,2,bird,False
357,9,truck,1,automobile,True
358,2,bird,0,airplane,True
359,5,dog,5,dog,False
360,9,truck,9,truck,False
361,6,frog,2,bird,True
362,7,horse,7,horse,False
363,4,deer,4,deer,False
364,1,automobile,1,automobile,False
365,8,ship,8,ship,False
366,7,horse,7,horse,False
367,3,cat,9,truck,True
368,6,frog,6,frog,False
369,9,truck,9,truck,False
370,3,cat,5,dog,True
371,0,airplane,0,airplane,False
372,4,deer,4,deer,False
373,0,airplane,0,airplane,False
374,5,dog,5,dog,False
375,1,automobile,1,automobile,False
376,0,airplane,0,airplane,False
377,3,cat,3,cat,False
378,4,deer,4,deer,False
379,8,ship,8,ship,False
380,5,dog,5,dog,False
381,4,deer,4,deer,False
382,7,horse,7,horse,False
383,2,bird,2,bird,False
384,3,cat,9,truck,True
385,9,truck,9,truck,False
386,7,horse,7,horse,False
387,6,frog,1,automobile,True
388,7,horse,7,horse,False
389,1,automobile,4,deer,True
390,4,deer,4,deer,False
391,7,horse,7,horse,False
392,0,airplane,0,airplane,False
393,1,automobile,1,automobile,False
394,7,horse,7,horse,False
395,3,cat,1,automobile,True
396,1,automobile,1,automobile,False
397,8,ship,8,ship,False
398,4,deer,4,deer,False
399,4,deer,4,deer,False
400,2,bird,2,bird,False
401,0,airplane,0,airplane,False
402,2,bird,2,bird,False
403,2,bird,2,bird,False
404,0,airplane,0,airplane,False
405,0,airplane,0,airplane,False
406,9,truck,9,truck,False
407,0,airplane,0,airplane,False
408,9,truck,3,cat,True
409,6,frog,6,frog,False
410,8,ship,8,ship,False
411,2,bird,2,bird,False
412,7,horse,7,horse,False
413,7,horse,5,dog,True
414,4,deer,4,deer,False
415,0,airplane,0,airplane,False
416,3,cat,3,cat,False
417,0,airplane,8,ship,True
418,8,ship,8,ship,False
419,9,truck,9,truck,False
420,4,deer,4,deer,False
421,2,bird,2,bird,False
422,7,horse,7,horse,False
423,2,bird,2,bird,False
424,5,dog,5,dog,False
425,2,bird,2,bird,False
426,5,dog,5,dog,False
427,1,automobile,1,automobile,False
428,9,truck,9,truck,False
429,4,deer,4,deer,False
430,8,ship,8,ship,False
431,5,dog,5,dog,False
432,1,automobile,1,automobile,False
433,7,horse,7,horse,False
434,4,deer,4,deer,False
435,4,deer,4,deer,False
436,0,airplane,0,airplane,False
437,6,frog,6,frog,False
438,9,truck,9,truck,False
439,0,airplane,0,airplane,False
440,7,horse,7,horse,False
441,8,ship,8,ship,False
442,8,ship,8,ship,False
443,9,truck,9,truck,False
444,9,truck,9,truck,False
445,3,cat,3,cat,False
446,3,cat,3,cat,False
447,4,deer,4,deer,False
448,0,airplane,4,deer,True
449,4,deer,7,horse,True
450,5,dog,5,dog,False
451,6,frog,6,frog,False
452,6,frog,6,frog,False
453,0,airplane,0,airplane,False
454,1,automobile,1,automobile,False
455,0,airplane,0,airplane,False
456,8,ship,8,ship,False
457,0,airplane,0,airplane,False
458,4,deer,4,deer,False
459,8,ship,8,ship,False
460,8,ship,8,ship,False
461,1,automobile,1,automobile,False
462,5,dog,5,dog,False
463,2,bird,2,bird,False
464,6,frog,6,frog,False
465,8,ship,8,ship,False
466,1,automobile,6,frog,True
467,0,airplane,0,airplane,False
468,0,airplane,0,airplane,False
469,7,horse,7,horse,False
470,7,horse,7,horse,False
471,5,dog,5,dog,False
472,9,truck,9,truck,False
473,6,frog,6,frog,False
474,2,bird,2,bird,False
475,8,ship,8,ship,False
476,3,cat,3,cat,False
477,4,deer,4,deer,False
478,7,horse,7,horse,False
479,3,cat,3,cat,False
480,9,truck,9,truck,False
481,0,airplane,0,airplane,False
482,1,automobile,1,automobile,False
483,2,bird,2,bird,False
484,4,deer,4,deer,False
485,8,ship,8,ship,False
486,1,automobile,1,automobile,False
487,8,ship,8,ship,False
488,6,frog,6,frog,False
489,4,deer,4,deer,False
490,4,deer,4,deer,False
491,5,dog,2,bird,True
492,7,horse,9,truck,True
493,1,automobile,1,automobile,False
494,3,cat,4,deer,True
495,9,truck,9,truck,False
496,8,ship,8,ship,False
497,0,airplane,0,airplane,False
498,1,automobile,1,automobile,False
499,7,horse,7,horse,False
500,5,dog,5,dog,False
501,8,ship,8,ship,False
502,2,bird,2,bird,False
503,8,ship,8,ship,False
504,0,airplane,0,airplane,False
505,4,deer,4,deer,False
506,1,automobile,1,automobile,False
507,8,ship,8,ship,False
508,9,truck,1,automobile,True
509,8,ship,8,ship,False
510,2,bird,2,bird,False
511,9,truck,9,truck,False
512,9,truck,9,truck,False
513,2,bird,2,bird,False
514,7,horse,7,horse,False
515,5,dog,5,dog,False
516,7,horse,7,horse,False
517,3,cat,3,cat,False
518,8,ship,8,ship,False
519,8,ship,8,ship,False
520,4,deer,4,deer,False
521,4,deer,4,deer,False
522,2,bird,2,bird,False
523,7,horse,7,horse,False
524,1,automobile,9,truck,True
525,6,frog,6,frog,False
526,4,deer,4,deer,False
527,0,airplane,0,airplane,False
528,4,deer,4,deer,False
529,6,frog,6,frog,False
530,9,truck,9,truck,False
531,7,horse,7,horse,False
532,6,frog,6,frog,False
533,2,bird,2,bird,False
534,5,dog,5,dog,False
535,5,dog,5,dog,False
536,1,automobile,1,automobile,False
537,7,horse,7,horse,False
538,2,bird,2,bird,False
539,2,bird,2,bird,False
540,2,bird,2,bird,False
541,9,truck,9,truck,False
542,5,dog,5,dog,False
543,4,deer,4,deer,False
544,2,bird,2,bird,False
545,7,horse,7,horse,False
546,8,ship,8,ship,False
547,1,automobile,1,automobile,False
548,3,cat,3,cat,False
549,4,deer,4,deer,False
550,3,cat,3,cat,False
551,7,horse,7,horse,False
552,6,frog,6,frog,False
553,9,truck,9,truck,False
554,8,ship,8,ship,False
555,0,airplane,9,truck,True
556,6,frog,6,frog,False
557,0,airplane,0,airplane,False
558,2,bird,0,airplane,True
559,2,bird,2,bird,False
560,2,bird,2,bird,False
561,1,automobile,1,automobile,False
562,8,ship,8,ship,False
563,4,deer,4,deer,False
564,0,airplane,0,airplane,False
565,1,automobile,1,automobile,False
566,8,ship,8,ship,False
567,8,ship,8,ship,False
568,1,automobile,1,automobile,False
569,5,dog,5,dog,False
570,7,horse,7,horse,False
571,6,frog,6,frog,False
572,4,deer,4,deer,False
573,5,dog,5,dog,False
574,8,ship,8,ship,False
575,7,horse,7,horse,False
576,1,automobile,1,automobile,False
577,9,truck,9,truck,False
578,1,automobile,1,automobile,False
579,9,truck,9,truck,False
580,8,ship,8,ship,False
581,4,deer,4,deer,False
582,7,horse,7,horse,False
583,3,cat,3,cat,False
584,8,ship,8,ship,False
585,8,ship,8,ship,False
586,2,bird,2,bird,False
587,6,frog,6,frog,False
588,6,frog,6,frog,False
589,7,horse,7,horse,False
590,1,automobile,1,automobile,False
591,6,frog,6,frog,False
592,8,ship,8,ship,False
593,1,automobile,1,automobile,False
594,9,truck,8,ship,True
595,7,horse,7,horse,False
596,8,ship,8,ship,False
597,3,cat,3,cat,False
598,0,airplane,0,airplane,False
599,1,automobile,1,automobile,False
600,0,airplane,0,airplane,False
601,8,ship,8,ship,False
602,8,ship,9,truck,True
603,3,cat,3,cat,False
604,0,airplane,0,airplane,False
605,0,airplane,8,ship,True
606,1,automobile,1,automobile,False
607,5,dog,5,dog,False
608,0,airplane,0,airplane,False
609,8,ship,8,ship,False
610,8,ship,8,ship,False
611,7,horse,7,horse,False
612,9,truck,9,truck,False
613,9,truck,9,truck,False
614,0,airplane,0,airplane,False
615,9,truck,9,truck,False
616,4,deer,4,deer,False
617,1,automobile,1,automobile,False
618,3,cat,3,cat,False
619,6,frog,6,frog,False
620,6,frog,6,frog,False
621,4,deer,4,deer,False
622,4,deer,4,deer,False
623,7,horse,7,horse,False
624,5,dog,5,dog,False
625,6,frog,6,frog,False
626,0,airplane,0,airplane,False
627,8,ship,8,ship,False
628,0,airplane,0,airplane,False
629,3,cat,3,cat,False
630,2,bird,2,bird,False
631,8,ship,8,ship,False
632,4,deer,4,deer,False
633,6,frog,2,bird,True
634,9,truck,9,truck,False
635,9,truck,9,truck,False
636,7,horse,7,horse,False
637,0,airplane,0,airplane,False
638,3,cat,3,cat,False
639,3,cat,3,cat,False
640,6,frog,6,frog,False
641,7,horse,7,horse,False
642,4,deer,4,deer,False
643,9,truck,9,truck,False
644,1,automobile,1,automobile,False
645,6,frog,6,frog,False
646,2,bird,6,frog,True
647,7,horse,7,horse,False
648,2,bird,2,bird,False
649,2,bird,2,bird,False
650,0,airplane,0,airplane,False
651,6,frog,6,frog,False
652,7,horse,7,horse,False
653,5,dog,5,dog,False
654,7,horse,7,horse,False
655,6,frog,6,frog,False
656,8,ship,8,ship,False
657,9,truck,9,truck,False
658,0,airplane,0,airplane,False
659,9,truck,9,truck,False
660,4,deer,4,deer,False
661,4,deer,4,deer,False
662,7,horse,7,horse,False
663,0,airplane,0,airplane,False
664,9,truck,9,truck,False
665,4,deer,4,deer,False
666,9,truck,9,truck,False
667,6,frog,6,frog,False
668,9,truck,9,truck,False
669,4,deer,4,deer,False
670,5,dog,5,dog,False
671,7,horse,7,horse,False
672,9,truck,9,truck,False
673,2,bird,2,bird,False
674,4,deer,4,deer,False
675,5,dog,4,deer,True
676,1,automobile,6,frog,True
677,4,deer,4,deer,False
678,3,cat,3,cat,False
679,9,truck,5,dog,True
680,6,frog,6,frog,False
681,5,dog,5,dog,False
682,6,frog,6,frog,False
683,9,truck,9,truck,False
684,3,cat,3,cat,False
685,3,cat,3,cat,False
686,5,dog,5,dog,False
687,0,airplane,0,airplane,False
688,7,horse,7,horse,False
689,2,bird,2,bird,False
690,1,automobile,1,automobile,False
691,3,cat,6,frog,True
692,6,frog,6,frog,False
693,4,deer,4,deer,False
694,0,airplane,0,airplane,False
695,0,airplane,0,airplane,False
696,2,bird,2,bird,False
697,5,dog,5,dog,False
698,0,airplane,0,airplane,False
699,1,automobile,1,automobile,False
700,0,airplane,0,airplane,False
701,2,bird,2,bird,False
702,3,cat,3,cat,False
703,9,truck,9,truck,False
704,8,ship,8,ship,False
705,4,deer,4,deer,False
706,9,truck,9,truck,False
707,8,ship,8,ship,False
708,0,airplane,0,airplane,False
709,2,bird,2,bird,False
710,6,frog,6,frog,False
711,4,deer,4,deer,False
712,4,deer,4,deer,False
713,0,airplane,0,airplane,False
714,1,automobile,1,automobile,False
715,8,ship,8,ship,False
716,8,ship,4,deer,True
717,3,cat,3,cat,False
718,6,frog,7,horse,True
719,9,truck,9,truck,False
720,6,frog,6,frog,False
721,6,frog,6,frog,False
722,7,horse,7,horse,False
723,8,ship,8,ship,False
724,2,bird,2,bird,False
725,4,deer,4,deer,False
726,5,dog,5,dog,False
727,7,horse,7,horse,False
728,6,frog,6,frog,False
729,5,dog,5,dog,False
730,3,cat,3,cat,False
731,0,airplane,0,airplane,False
732,5,dog,5,dog,False
733,0,airplane,0,airplane,False
734,5,dog,5,dog,False
735,0,airplane,0,airplane,False
736,8,ship,8,ship,False
737,2,bird,2,bird,False
738,6,frog,6,frog,False
739,7,horse,7,horse,False
740,3,cat,5,dog,True
741,8,ship,8,ship,False
742,2,bird,2,bird,False
743,1,automobile,1,automobile,False
744,7,horse,0,airplane,True
745,6,frog,6,frog,False
746,7,horse,7,horse,False
747,1,automobile,1,automobile,False
748,0,airplane,0,airplane,False
749,9,truck,9,truck,False
750,5,dog,5,dog,False
751,5,dog,5,dog,False
752,0,airplane,0,airplane,False
753,1,automobile,1,automobile,False
754,7,horse,7,horse,False
755,6,frog,6,frog,False
756,9,truck,9,truck,False
757,0,airplane,0,airplane,False
758,4,deer,4,deer,False
759,7,horse,7,horse,False
760,7,horse,7,horse,False
761,1,automobile,1,automobile,False
762,5,dog,5,dog,False
763,9,truck,9,truck,False
764,4,deer,4,deer,False
765,0,airplane,1,automobile,True
766,8,ship,8,ship,False
767,5,dog,5,dog,False
768,9,truck,9,truck,False
769,9,truck,9,truck,False
770,6,frog,6,frog,False
771,7,horse,7,horse,False
772,1,automobile,1,automobile,False
773,8,ship,9,truck,True
774,3,cat,3,cat,False
775,2,bird,2,bird,False
776,3,cat,3,cat,False
777,8,ship,8,ship,False
778,2,bird,2,bird,False
779,2,bird,2,bird,False
780,4,deer,4,deer,False
781,6,frog,6,frog,False
782,0,airplane,0,airplane,False
783,0,airplane,0,airplane,False
784,5,dog,5,dog,False
785,3,cat,3,cat,False
786,8,ship,8,ship,False
787,2,bird,2,bird,False
788,3,cat,3,cat,False
789,7,horse,7,horse,False
790,2,bird,2,bird,False
791,9,truck,9,truck,False
792,3,cat,3,cat,False
793,8,ship,8,ship,False
794,7,horse,7,horse,False
795,8,ship,8,ship,False
796,2,bird,2,bird,False
797,7,horse,7,horse,False
798,9,truck,9,truck,False
799,0,airplane,0,airplane,False
800,2,bird,2,bird,False
801,3,cat,3,cat,False
802,2,bird,9,truck,True
803,2,bird,2,bird,False
804,2,bird,6,frog,True
805,3,cat,3,cat,False
806,3,cat,3,cat,False
807,6,frog,6,frog,False
808,2,bird,2,bird,False
809,3,cat,3,cat,False
810,2,bird,2,bird,False
811,8,ship,8,ship,False
812,0,airplane,0,airplane,False
813,5,dog,5,dog,False
814,5,dog,1,automobile,True
815,1,automobile,1,automobile,False
816,4,deer,4,deer,False
817,5,dog,5,dog,False
818,6,frog,6,frog,False
819,6,frog,6,frog,False
820,2,bird,2,bird,False
821,7,horse,7,horse,False
822,0,airplane,0,airplane,False
823,1,automobile,8,ship,True
824,7,horse,7,horse,False
825,7,horse,7,horse,False
826,8,ship,8,ship,False
827,2,bird,2,bird,False
828,9,truck,9,truck,False
829,2,bird,2,bird,False
830,2,bird,2,bird,False
831,4,deer,4,deer,False
832,2,bird,2,bird,False
833,1,automobile,1,automobile,False
834,1,automobile,1,automobile,False
835,1,automobile,1,automobile,False
836,6,frog,6,frog,False
837,6,frog,6,frog,False
838,6,frog,6,frog,False
839,5,dog,5,dog,False
840,1,automobile,1,automobile,False
841,1,automobile,1,automobile,False
842,7,horse,7,horse,False
843,0,airplane,0,airplane,False
844,4,deer,4,deer,False
845,3,cat,3,cat,False
846,3,cat,3,cat,False
847,7,horse,7,horse,False
848,1,automobile,1,automobile,False
849,2,bird,2,bird,False
850,3,cat,1,automobile,True
851,5,dog,5,dog,False
852,5,dog,5,dog,False
853,5,dog,5,dog,False
854,6,frog,3,cat,True
855,1,automobile,1,automobile,False
856,4,deer,4,deer,False
857,3,cat,2,bird,True
858,7,horse,7,horse,False
859,8,ship,0,airplane,True
860,8,ship,8,ship,False
861,3,cat,3,cat,False
862,6,frog,6,frog,False
863,6,frog,6,frog,False
864,2,bird,2,bird,False
865,3,cat,3,cat,False
866,0,airplane,0,airplane,False
867,9,truck,9,truck,False
868,4,deer,4,deer,False
869,3,cat,3,cat,False
870,8,ship,8,ship,False
871,0,airplane,0,airplane,False
872,0,airplane,0,airplane,False
873,1,automobile,1,automobile,False
874,1,automobile,1,automobile,False
875,5,dog,5,dog,False
876,4,deer,4,deer,False
877,9,truck,9,truck,False
878,3,cat,8,ship,True
879,1,automobile,1,automobile,False
880,8,ship,8,ship,False
881,9,truck,9,truck,False
882,3,cat,3,cat,False
883,9,truck,4,deer,True
884,9,truck,9,truck,False
885,2,bird,2,bird,False
886,9,truck,9,truck,False
887,4,deer,4,deer,False
888,8,ship,8,ship,False
889,2,bird,2,bird,False
890,9,truck,2,bird,True
891,8,ship,8,ship,False
892,8,ship,8,ship,False
893,1,automobile,1,automobile,False
894,5,dog,5,dog,False
895,3,cat,3,cat,False
896,6,frog,6,frog,False
897,8,ship,8,ship,False
898,7,horse,7,horse,False
899,6,frog,6,frog,False
900,9,truck,9,truck,False
901,8,ship,8,ship,False
902,0,airplane,0,airplane,False
903,6,frog,6,frog,False
904,4,deer,4,deer,False
905,0,airplane,0,airplane,False
906,0,airplane,0,airplane,False
907,2,bird,2,bird,False
908,5,dog,5,dog,False
909,8,ship,8,ship,False
910,2,bird,2,bird,False
911,0,airplane,0,airplane,False
912,2,bird,2,bird,False
913,7,horse,7,horse,False
914,6,frog,6,frog,False
915,9,truck,9,truck,False
916,7,horse,7,horse,False
917,1,automobile,1,automobile,False
918,5,dog,5,dog,False
919,5,dog,5,dog,False
920,6,frog,6,frog,False
921,6,frog,4,deer,True
922,3,cat,3,cat,False
923,6,frog,6,frog,False
924,2,bird,2,bird,False
925,4,deer,4,deer,False
926,7,horse,7,horse,False
927,0,airplane,0,airplane,False
928,5,dog,5,dog,False
929,6,frog,6,frog,False
930,4,deer,4,deer,False
931,6,frog,6,frog,False
932,5,dog,0,airplane,True
933,2,bird,2,bird,False
934,4,deer,4,deer,False
935,6,frog,6,frog,False
936,1,automobile,1,automobile,False
937,6,frog,6,frog,False
938,0,airplane,0,airplane,False
939,4,deer,4,deer,False
940,0,airplane,0,airplane,False
941,3,cat,3,cat,False
942,1,automobile,1,automobile,False
943,8,ship,8,ship,False
944,5,dog,5,dog,False
945,4,deer,4,deer,False
946,4,deer,4,deer,False
947,1,automobile,4,deer,True
948,7,horse,7,horse,False
949,3,cat,3,cat,False
950,9,truck,9,truck,False
951,4,deer,4,deer,False
952,7,horse,7,horse,False
953,9,truck,9,truck,False
954,7,horse,7,horse,False
955,3,cat,3,cat,False
956,7,horse,7,horse,False
957,2,bird,2,bird,False
958,8,ship,8,ship,False
959,4,deer,4,deer,False
960,6,frog,6,frog,False
961,6,frog,6,frog,False
962,1,automobile,1,automobile,False
963,2,bird,2,bird,False
964,9,truck,9,truck,False
